sentence,video_name,video_path,exists,fps,frames,duration,width,height
thank you so much,thank you so much (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\thank you so much\thank you so much (4).MP4,True,25.0,100.0,4.0,1920.0,1080.0
thank you so much,thank you so much (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\thank you so much\thank you so much (5).MP4,True,25.0,81.0,3.24,1920.0,1080.0
thank you so much,thank you so much (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\thank you so much\thank you so much (6).MP4,True,25.0,77.0,3.08,1920.0,1080.0
that is so kind of you,MVI_6106.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\that is so kind of you\MVI_6106.MP4,True,25.0,100.0,4.0,1920.0,1080.0
that is so kind of you,MVI_6396.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\that is so kind of you\MVI_6396.MP4,True,25.0,116.0,4.64,1920.0,1080.0
that is so kind of you,MVI_6540.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\that is so kind of you\MVI_6540.MP4,True,25.0,87.0,3.48,1920.0,1080.0
that is so kind of you,MVI_6722.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\that is so kind of you\MVI_6722.MP4,True,25.0,94.0,3.76,1920.0,1080.0
that is so kind of you,MVI_6850.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\that is so kind of you\MVI_6850.MP4,True,25.0,79.0,3.16,1920.0,1080.0
This place is beautiful,beautiful (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\This place is beautiful\beautiful (2).MP4,True,25.0,128.0,5.12,1920.0,1080.0
This place is beautiful,beautiful (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\This place is beautiful\beautiful (3).MP4,True,25.0,95.0,3.8,1920.0,1080.0
This place is beautiful,beautiful (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\This place is beautiful\beautiful (4).MP4,True,25.0,112.0,4.48,1920.0,1080.0
This place is beautiful,beautiful.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\This place is beautiful\beautiful.MP4,True,25.0,97.0,3.88,1920.0,1080.0
This place is beautiful,MVI_6502.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\This place is beautiful\MVI_6502.MP4,True,25.0,105.0,4.2,1920.0,1080.0
try to understand,understand (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\try to understand\understand (2).MP4,True,25.0,145.0,5.8,1920.0,1080.0
try to understand,understand (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\try to understand\understand (3).MP4,True,25.0,139.0,5.56,1920.0,1080.0
try to understand,understand (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\try to understand\understand (4).MP4,True,25.0,130.0,5.2,1920.0,1080.0
try to understand,understand (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\try to understand\understand (5).MP4,True,25.0,145.0,5.8,1920.0,1080.0
try to understand,understand.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\try to understand\understand.MP4,True,25.0,119.0,4.76,1920.0,1080.0
turn on light turn off light,turn on (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\turn on light turn off light\turn on (2).MP4,True,25.0,74.0,2.96,1920.0,1080.0
turn on light turn off light,turn on (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\turn on light turn off light\turn on (3).MP4,True,25.0,93.0,3.72,1920.0,1080.0
turn on light turn off light,turn on (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\turn on light turn off light\turn on (4).MP4,True,25.0,66.0,2.64,1920.0,1080.0
turn on light turn off light,turn on (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\turn on light turn off light\turn on (5).MP4,True,25.0,81.0,3.24,1920.0,1080.0
turn on light turn off light,turn on.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\turn on light turn off light\turn on.MP4,True,25.0,65.0,2.6,1920.0,1080.0
we are all with you,all.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\all.MP4,True,25.0,114.0,4.56,1920.0,1080.0
we are all with you,MVI_6208.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\MVI_6208.MP4,True,25.0,89.0,3.56,1920.0,1080.0
we are all with you,MVI_6506.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\MVI_6506.MP4,True,25.0,86.0,3.44,1920.0,1080.0
we are all with you,MVI_6684.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\MVI_6684.MP4,True,25.0,80.0,3.2,1920.0,1080.0
we are all with you,MVI_6957.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\MVI_6957.MP4,True,25.0,99.0,3.96,1920.0,1080.0
wear the shirt,shirt (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\shirt (2).MP4,True,25.0,69.0,2.76,1920.0,1080.0
wear the shirt,shirt (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\shirt (3).MP4,True,25.0,94.0,3.76,1920.0,1080.0
wear the shirt,shirt (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\shirt (4).MP4,True,25.0,110.0,4.4,1920.0,1080.0
wear the shirt,shirt (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\shirt (5).MP4,True,25.0,100.0,4.0,1920.0,1080.0
wear the shirt,shirt.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\shirt.MP4,True,25.0,82.0,3.28,1920.0,1080.0
what are you doing,what are you doing (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what are you doing\what are you doing (1).MP4,True,25.0,93.0,3.72,1920.0,1080.0
what are you doing,what are you doing (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what are you doing\what are you doing (3).MP4,True,25.0,92.0,3.68,1920.0,1080.0
what are you doing,what are you doing (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what are you doing\what are you doing (4).MP4,True,25.0,93.0,3.72,1920.0,1080.0
what are you doing,what are you doing (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what are you doing\what are you doing (5).MP4,True,25.0,112.0,4.48,1920.0,1080.0
what are you doing,what are you doing (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what are you doing\what are you doing (6).MP4,True,25.0,99.0,3.96,1920.0,1080.0
what did you tell him,MVI_6497.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what did you tell him\MVI_6497.MP4,True,25.0,83.0,3.32,1920.0,1080.0
what did you tell him,tell him (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what did you tell him\tell him (2).MP4,True,25.0,81.0,3.24,1920.0,1080.0
what did you tell him,tell him (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what did you tell him\tell him (3).MP4,True,25.0,106.0,4.24,1920.0,1080.0
what did you tell him,tell him (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what did you tell him\tell him (4).MP4,True,25.0,102.0,4.08,1920.0,1080.0
what did you tell him,tell him.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what did you tell him\tell him.MP4,True,25.0,77.0,3.08,1920.0,1080.0
what do you do,what do you do (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (1).MP4,True,25.0,92.0,3.68,1920.0,1080.0
what do you do,what do you do (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (3).MP4,True,25.0,89.0,3.56,1920.0,1080.0
what do you do,what do you do (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (4).MP4,True,25.0,99.0,3.96,1920.0,1080.0
what do you do,what do you do (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (5).MP4,True,25.0,89.0,3.56,1920.0,1080.0
what do you think,what do you think (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (1).MP4,True,25.0,99.0,3.96,1920.0,1080.0
what do you think,what do you think (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (3).MP4,True,25.0,79.0,3.16,1920.0,1080.0
what do you think,what do you think (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (4).MP4,True,25.0,75.0,3.0,1920.0,1080.0
what do you think,what do you think (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (5).MP4,True,25.0,100.0,4.0,1920.0,1080.0
what do you think,what do you think (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (6).MP4,True,25.0,86.0,3.44,1920.0,1080.0
what do you want to become,become (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become (2).MP4,True,25.0,85.0,3.4,1920.0,1080.0
what do you want to become,become (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become (3).MP4,True,25.0,113.0,4.52,1920.0,1080.0
what do you want to become,become (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become (4).MP4,True,25.0,92.0,3.68,1920.0,1080.0
what do you want to become,become (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become (5).MP4,True,25.0,104.0,4.16,1920.0,1080.0
what do you want to become,become.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become.MP4,True,25.0,96.0,3.84,1920.0,1080.0
what happened,happen.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happen.MP4,True,25.0,94.0,3.76,1920.0,1080.0
what happened,happened (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happened (2).MP4,True,25.0,89.0,3.56,1920.0,1080.0
what happened,happened (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happened (3).MP4,True,25.0,89.0,3.56,1920.0,1080.0
what happened,happened.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happened.MP4,True,25.0,62.0,2.48,1920.0,1080.0
what happened,MVI_6495.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\MVI_6495.MP4,True,25.0,94.0,3.76,1920.0,1080.0
what have you planned for your career,MVI_6499.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what have you planned for your career\MVI_6499.MP4,True,25.0,146.0,5.84,1920.0,1080.0
what is your phone number,what is your phone number (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (1).MP4,True,25.0,147.0,5.88,1920.0,1080.0
what is your phone number,what is your phone number (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (3).MP4,True,25.0,116.0,4.64,1920.0,1080.0
what is your phone number,what is your phone number (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (4).MP4,True,25.0,138.0,5.52,1920.0,1080.0
what is your phone number,what is your phone number (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (5).MP4,True,25.0,134.0,5.36,1920.0,1080.0
what is your phone number,what is your phone number (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (6).MP4,True,25.0,112.0,4.48,1920.0,1080.0
what you want,what you want (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (1).MP4,True,25.0,88.0,3.52,1920.0,1080.0
what you want,what you want (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (3).MP4,True,25.0,92.0,3.68,1920.0,1080.0
what you want,what you want (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (4).MP4,True,25.0,105.0,4.2,1920.0,1080.0
what you want,what you want (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (5).MP4,True,25.0,94.0,3.76,1920.0,1080.0
what you want,what you want (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (6).MP4,True,25.0,93.0,3.72,1920.0,1080.0
when will the train leave,leave (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave (2).MP4,True,25.0,119.0,4.76,1920.0,1080.0
when will the train leave,leave (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave (3).MP4,True,25.0,110.0,4.4,1920.0,1080.0
when will the train leave,leave (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave (4).MP4,True,25.0,107.0,4.28,1920.0,1080.0
when will the train leave,leave (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave (5).MP4,True,25.0,117.0,4.68,1920.0,1080.0
when will the train leave,leave.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave.MP4,True,25.0,121.0,4.84,1920.0,1080.0
where are you from,where are you from (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (1).MP4,True,25.0,96.0,3.84,1920.0,1080.0
where are you from,where are you from (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (3).MP4,True,25.0,95.0,3.8,1920.0,1080.0
where are you from,where are you from (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (4).MP4,True,25.0,95.0,3.8,1920.0,1080.0
where are you from,where are you from (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (5).MP4,True,25.0,96.0,3.84,1920.0,1080.0
which collegeschool are you from,college school (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\college school (2).MP4,True,25.0,174.0,6.96,1920.0,1080.0
which collegeschool are you from,college school (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\college school (3).MP4,True,25.0,149.0,5.96,1920.0,1080.0
which collegeschool are you from,college school.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\college school.MP4,True,25.0,141.0,5.64,1920.0,1080.0
which collegeschool are you from,school college (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\school college (2).MP4,True,25.0,192.0,7.68,1920.0,1080.0
which collegeschool are you from,school college.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\school college.MP4,True,25.0,129.0,5.16,1920.0,1080.0
who are you,who are you (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (1).MP4,True,25.0,106.0,4.24,1920.0,1080.0
who are you,who are you (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (3).MP4,True,25.0,83.0,3.32,1920.0,1080.0
who are you,who are you (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (4).MP4,True,25.0,75.0,3.0,1920.0,1080.0
who are you,who are you (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (5).MP4,True,25.0,70.0,2.8,1920.0,1080.0
who are you,who are you (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (6).MP4,True,25.0,87.0,3.48,1920.0,1080.0
why are you angry,angry (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (2).MP4,True,25.0,88.0,3.52,1920.0,1080.0
why are you angry,angry (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (3).MP4,True,25.0,93.0,3.72,1920.0,1080.0
why are you angry,angry (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (4).MP4,True,25.0,99.0,3.96,1920.0,1080.0
why are you angry,angry (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (5).MP4,True,25.0,93.0,3.72,1920.0,1080.0
why are you angry,angry.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry.MP4,True,25.0,79.0,3.16,1920.0,1080.0
why are you crying,crying (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying (2).MP4,True,25.0,100.0,4.0,1920.0,1080.0
why are you crying,crying (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying (3).MP4,True,25.0,116.0,4.64,1920.0,1080.0
why are you crying,crying (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying (4).MP4,True,25.0,91.0,3.64,1920.0,1080.0
why are you crying,crying (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying (5).MP4,True,25.0,100.0,4.0,1920.0,1080.0
why are you crying,crying.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying.MP4,True,25.0,100.0,4.0,1920.0,1080.0
why are you disappointed,disappointed (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (2).MP4,True,25.0,123.0,4.92,1920.0,1080.0
why are you disappointed,disappointed (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (3).MP4,True,25.0,103.0,4.12,1920.0,1080.0
why are you disappointed,disappointed (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (4).MP4,True,25.0,99.0,3.96,1920.0,1080.0
why are you disappointed,disappointed (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (5).MP4,True,25.0,116.0,4.64,1920.0,1080.0
why are you disappointed,disappointed.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed.MP4,True,25.0,94.0,3.76,1920.0,1080.0
you are bad,bad (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad (2).MP4,True,25.0,77.0,3.08,1920.0,1080.0
you are bad,bad (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad (3).MP4,True,25.0,76.0,3.04,1920.0,1080.0
you are bad,bad (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad (4).MP4,True,25.0,73.0,2.92,1920.0,1080.0
you are bad,bad (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad (5).MP4,True,25.0,58.0,2.32,1920.0,1080.0
you are bad,bad 1.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad 1.MP4,True,25.0,101.0,4.04,1920.0,1080.0
you are bad,bad.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad.MP4,True,25.0,75.0,3.0,1920.0,1080.0
you are good,good (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good (2).MP4,True,25.0,71.0,2.84,1920.0,1080.0
you are good,good (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good (3).MP4,True,25.0,69.0,2.76,1920.0,1080.0
you are good,good (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good (4).MP4,True,25.0,70.0,2.8,1920.0,1080.0
you are good,good (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good (5).MP4,True,25.0,76.0,3.04,1920.0,1080.0
you are good,good.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good.MP4,True,25.0,66.0,2.64,1920.0,1080.0
you are welcome,welcome (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (2).MP4,True,25.0,51.0,2.04,1920.0,1080.0
you are welcome,welcome (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (3).MP4,True,25.0,83.0,3.32,1920.0,1080.0
